date,home_team,away_team,p,y,home_score,away_score
2023-11-05,NEW ENGLAND PATRIOTS,WASHINGTON COMMANDERS,0.5,0.0,,
2023-11-05,NEW ORLEANS SAINTS,CHICAGO BEARS,0.5,1.0,,
2023-11-05,CAROLINA PANTHERS,INDIANAPOLIS COLTS,0.5,0.0,,
2023-11-05,LAS VEGAS RAIDERS,NEW YORK GIANTS,0.5,1.0,,
2023-11-05,PHILADELPHIA EAGLES,DALLAS COWBOYS,0.5,1.0,,
2023-11-05,CINCINNATI BENGALS,BUFFALO BILLS,0.5,1.0,,
2023-11-06,NEW YORK JETS,LOS ANGELES CHARGERS,0.5,0.0,,
2023-11-09,CHICAGO BEARS,CAROLINA PANTHERS,0.5,1.0,,
2023-11-12,INDIANAPOLIS COLTS,NEW ENGLAND PATRIOTS,0.5,1.0,,
2023-11-12,BALTIMORE RAVENS,CLEVELAND BROWNS,0.5,0.0,,
2023-11-12,CINCINNATI BENGALS,HOUSTON TEXANS,0.5,0.0,,
2023-11-12,JACKSONVILLE JAGUARS,SAN FRANCISCO 49ERS,0.5,0.0,,
2023-11-12,MINNESOTA VIKINGS,NEW ORLEANS SAINTS,0.5,1.0,,
2023-11-12,PITTSBURGH STEELERS,GREEN BAY PACKERS,0.5,1.0,,
2023-11-12,TAMPA BAY BUCCANEERS,TENNESSEE TITANS,0.5,1.0,,
2023-11-12,ARIZONA CARDINALS,ATLANTA FALCONS,0.5,1.0,,
2023-11-12,LOS ANGELES CHARGERS,DETROIT LIONS,0.5,0.0,,
2023-11-12,DALLAS COWBOYS,NEW YORK GIANTS,0.5,1.0,,
2023-11-12,SEATTLE SEAHAWKS,WASHINGTON COMMANDERS,0.5,1.0,,
2023-11-12,LAS VEGAS RAIDERS,NEW YORK JETS,0.5,1.0,,
2023-11-13,BUFFALO BILLS,DENVER BRONCOS,0.5,0.0,,
2023-11-16,BALTIMORE RAVENS,CINCINNATI BENGALS,0.5,1.0,,
2023-11-19,CAROLINA PANTHERS,DALLAS COWBOYS,0.5,0.0,,
2023-11-19,CLEVELAND BROWNS,PITTSBURGH STEELERS,0.5,1.0,,
2023-11-19,DETROIT LIONS,CHICAGO BEARS,0.5,1.0,,
2023-11-19,GREEN BAY PACKERS,LOS ANGELES CHARGERS,0.5,1.0,,
2023-11-19,HOUSTON TEXANS,ARIZONA CARDINALS,0.5,1.0,,
2023-11-19,JACKSONVILLE JAGUARS,TENNESSEE TITANS,0.5,1.0,,
2023-11-19,MIAMI DOLPHINS,LAS VEGAS RAIDERS,0.5,1.0,,
2023-11-19,WASHINGTON COMMANDERS,NEW YORK GIANTS,0.5,0.0,,
2023-11-19,SAN FRANCISCO 49ERS,TAMPA BAY BUCCANEERS,0.5,1.0,,
2023-11-19,BUFFALO BILLS,NEW YORK JETS,0.5,1.0,,
2023-11-19,LOS ANGELES RAMS,SEATTLE SEAHAWKS,0.5,1.0,,
2023-11-19,DENVER BRONCOS,MINNESOTA VIKINGS,0.5,1.0,,
2023-11-20,KANSAS CITY CHIEFS,PHILADELPHIA EAGLES,0.5,0.0,,
2023-11-23,DETROIT LIONS,GREEN BAY PACKERS,0.5,0.0,,
2023-11-23,DALLAS COWBOYS,WASHINGTON COMMANDERS,0.5,1.0,,
2023-11-23,SEATTLE SEAHAWKS,SAN FRANCISCO 49ERS,0.5,0.0,,
2023-11-24,NEW YORK JETS,MIAMI DOLPHINS,0.5,0.0,,
2023-11-26,ATLANTA FALCONS,NEW ORLEANS SAINTS,0.5,1.0,,
2023-11-26,CINCINNATI BENGALS,PITTSBURGH STEELERS,0.5,0.0,,
2023-11-26,HOUSTON TEXANS,JACKSONVILLE JAGUARS,0.5,0.0,,
2023-11-26,INDIANAPOLIS COLTS,TAMPA BAY BUCCANEERS,0.5,1.0,,
2023-11-26,NEW YORK GIANTS,NEW ENGLAND PATRIOTS,0.5,1.0,,
2023-11-26,TENNESSEE TITANS,CAROLINA PANTHERS,0.5,1.0,,
2023-11-26,ARIZONA CARDINALS,LOS ANGELES RAMS,0.5,0.0,,
2023-11-26,DENVER BRONCOS,CLEVELAND BROWNS,0.5,1.0,,
2023-11-26,LAS VEGAS RAIDERS,KANSAS CITY CHIEFS,0.5,0.0,,
2023-11-26,PHILADELPHIA EAGLES,BUFFALO BILLS,0.5,1.0,,
2023-11-26,LOS ANGELES CHARGERS,BALTIMORE RAVENS,0.5,0.0,,
2023-11-27,MINNESOTA VIKINGS,CHICAGO BEARS,0.5,0.0,,
2023-11-30,DALLAS COWBOYS,SEATTLE SEAHAWKS,0.5,1.0,,
2023-12-03,HOUSTON TEXANS,DENVER BRONCOS,0.5,1.0,,
2023-12-03,NEW ENGLAND PATRIOTS,LOS ANGELES CHARGERS,0.5,0.0,,
2023-12-03,NEW ORLEANS SAINTS,DETROIT LIONS,0.5,0.0,,
2023-12-03,NEW YORK JETS,ATLANTA FALCONS,0.5,0.0,,
2023-12-03,PITTSBURGH STEELERS,ARIZONA CARDINALS,0.5,0.0,,
2023-12-03,TENNESSEE TITANS,INDIANAPOLIS COLTS,0.5,0.0,,
2023-12-03,WASHINGTON COMMANDERS,MIAMI DOLPHINS,0.5,0.0,,
2023-12-03,TAMPA BAY BUCCANEERS,CAROLINA PANTHERS,0.5,1.0,,
2023-12-03,LOS ANGELES RAMS,CLEVELAND BROWNS,0.5,1.0,,
2023-12-03,PHILADELPHIA EAGLES,SAN FRANCISCO 49ERS,0.5,0.0,,
2023-12-03,GREEN BAY PACKERS,KANSAS CITY CHIEFS,0.5,1.0,,
2023-12-04,JACKSONVILLE JAGUARS,CINCINNATI BENGALS,0.5,0.0,,
2023-12-07,PITTSBURGH STEELERS,NEW ENGLAND PATRIOTS,0.5,0.0,,
2023-12-10,ATLANTA FALCONS,TAMPA BAY BUCCANEERS,0.5,0.0,,
2023-12-10,BALTIMORE RAVENS,LOS ANGELES RAMS,0.5,1.0,,
2023-12-10,CHICAGO BEARS,DETROIT LIONS,0.5,1.0,,
2023-12-10,CINCINNATI BENGALS,INDIANAPOLIS COLTS,0.5,1.0,,
2023-12-10,CLEVELAND BROWNS,JACKSONVILLE JAGUARS,0.5,1.0,,
2023-12-10,NEW ORLEANS SAINTS,CAROLINA PANTHERS,0.5,1.0,,
2023-12-10,NEW YORK JETS,HOUSTON TEXANS,0.5,1.0,,
2023-12-10,LAS VEGAS RAIDERS,MINNESOTA VIKINGS,0.5,0.0,,
2023-12-10,SAN FRANCISCO 49ERS,SEATTLE SEAHAWKS,0.5,1.0,,
2023-12-10,KANSAS CITY CHIEFS,BUFFALO BILLS,0.5,0.0,,
2023-12-10,LOS ANGELES CHARGERS,DENVER BRONCOS,0.5,0.0,,
2023-12-10,DALLAS COWBOYS,PHILADELPHIA EAGLES,0.5,1.0,,
2023-12-11,MIAMI DOLPHINS,TENNESSEE TITANS,0.5,0.0,,
2023-12-11,NEW YORK GIANTS,GREEN BAY PACKERS,0.5,1.0,,
2023-12-14,LAS VEGAS RAIDERS,LOS ANGELES CHARGERS,0.5,1.0,,
2023-12-16,CINCINNATI BENGALS,MINNESOTA VIKINGS,0.5,1.0,,
2023-12-16,INDIANAPOLIS COLTS,PITTSBURGH STEELERS,0.5,1.0,,
2023-12-16,DETROIT LIONS,DENVER BRONCOS,0.5,1.0,,
2023-12-17,CAROLINA PANTHERS,ATLANTA FALCONS,0.5,1.0,,
2023-12-17,CLEVELAND BROWNS,CHICAGO BEARS,0.5,1.0,,
2023-12-17,GREEN BAY PACKERS,TAMPA BAY BUCCANEERS,0.5,0.0,,
2023-12-17,MIAMI DOLPHINS,NEW YORK JETS,0.5,1.0,,
2023-12-17,NEW ENGLAND PATRIOTS,KANSAS CITY CHIEFS,0.5,0.0,,
2023-12-17,NEW ORLEANS SAINTS,NEW YORK GIANTS,0.5,1.0,,
2023-12-17,TENNESSEE TITANS,HOUSTON TEXANS,0.5,0.0,,
2023-12-17,ARIZONA CARDINALS,SAN FRANCISCO 49ERS,0.5,0.0,,
2023-12-17,LOS ANGELES RAMS,WASHINGTON COMMANDERS,0.5,1.0,,
2023-12-17,BUFFALO BILLS,DALLAS COWBOYS,0.5,1.0,,
2023-12-17,JACKSONVILLE JAGUARS,BALTIMORE RAVENS,0.5,0.0,,
2023-12-18,SEATTLE SEAHAWKS,PHILADELPHIA EAGLES,0.5,1.0,,
2023-12-21,LOS ANGELES RAMS,NEW ORLEANS SAINTS,0.5,1.0,,
2023-12-23,PITTSBURGH STEELERS,CINCINNATI BENGALS,0.5,1.0,,
2023-12-23,LOS ANGELES CHARGERS,BUFFALO BILLS,0.5,0.0,,
2023-12-24,ATLANTA FALCONS,INDIANAPOLIS COLTS,0.5,1.0,,
2023-12-24,CAROLINA PANTHERS,GREEN BAY PACKERS,0.5,0.0,,
2023-12-24,HOUSTON TEXANS,CLEVELAND BROWNS,0.5,0.0,,
2023-12-24,MINNESOTA VIKINGS,DETROIT LIONS,0.5,0.0,,
2023-12-24,NEW YORK JETS,WASHINGTON COMMANDERS,0.5,1.0,,
2023-12-24,TENNESSEE TITANS,SEATTLE SEAHAWKS,0.5,0.0,,
2023-12-24,TAMPA BAY BUCCANEERS,JACKSONVILLE JAGUARS,0.5,1.0,,
2023-12-24,CHICAGO BEARS,ARIZONA CARDINALS,0.5,1.0,,
2023-12-24,MIAMI DOLPHINS,DALLAS COWBOYS,0.5,1.0,,
2023-12-24,DENVER BRONCOS,NEW ENGLAND PATRIOTS,0.5,0.0,,
2023-12-25,KANSAS CITY CHIEFS,LAS VEGAS RAIDERS,0.5,0.0,,
2023-12-25,PHILADELPHIA EAGLES,NEW YORK GIANTS,0.5,1.0,,
2023-12-25,SAN FRANCISCO 49ERS,BALTIMORE RAVENS,0.5,0.0,,
2023-12-28,CLEVELAND BROWNS,NEW YORK JETS,0.5,1.0,,
2023-12-30,DALLAS COWBOYS,DETROIT LIONS,0.5,1.0,,
2023-12-31,BALTIMORE RAVENS,MIAMI DOLPHINS,0.5,1.0,,
2023-12-31,BUFFALO BILLS,NEW ENGLAND PATRIOTS,0.5,1.0,,
2023-12-31,CHICAGO BEARS,ATLANTA FALCONS,0.5,1.0,,
2023-12-31,HOUSTON TEXANS,TENNESSEE TITANS,0.5,1.0,,
2023-12-31,INDIANAPOLIS COLTS,LAS VEGAS RAIDERS,0.5,1.0,,
2023-12-31,JACKSONVILLE JAGUARS,CAROLINA PANTHERS,0.5,1.0,,
2023-12-31,NEW YORK GIANTS,LOS ANGELES RAMS,0.5,0.0,,
2023-12-31,PHILADELPHIA EAGLES,ARIZONA CARDINALS,0.5,0.0,,
2023-12-31,TAMPA BAY BUCCANEERS,NEW ORLEANS SAINTS,0.5,0.0,,
2023-12-31,WASHINGTON COMMANDERS,SAN FRANCISCO 49ERS,0.5,0.0,,
2023-12-31,SEATTLE SEAHAWKS,PITTSBURGH STEELERS,0.5,0.0,,
2023-12-31,DENVER BRONCOS,LOS ANGELES CHARGERS,0.5,1.0,,
2023-12-31,KANSAS CITY CHIEFS,CINCINNATI BENGALS,0.5,1.0,,
2023-12-31,MINNESOTA VIKINGS,GREEN BAY PACKERS,0.5,0.0,,
2023-12-31,BALTIMORE RAVENS,PITTSBURGH STEELERS,0.5,0.0,,
2023-12-31,INDIANAPOLIS COLTS,HOUSTON TEXANS,0.5,0.0,,
2023-12-31,CAROLINA PANTHERS,TAMPA BAY BUCCANEERS,0.5,0.0,,
2023-12-31,CINCINNATI BENGALS,CLEVELAND BROWNS,0.5,1.0,,
2023-12-31,DETROIT LIONS,MINNESOTA VIKINGS,0.5,1.0,,
2023-12-31,NEW ENGLAND PATRIOTS,NEW YORK JETS,0.5,0.0,,
2023-12-31,NEW ORLEANS SAINTS,ATLANTA FALCONS,0.5,1.0,,
2023-12-31,TENNESSEE TITANS,JACKSONVILLE JAGUARS,0.5,1.0,,
2023-12-31,ARIZONA CARDINALS,SEATTLE SEAHAWKS,0.5,0.0,,
2023-12-31,GREEN BAY PACKERS,CHICAGO BEARS,0.5,1.0,,
2023-12-31,LAS VEGAS RAIDERS,DENVER BRONCOS,0.5,1.0,,
2023-12-31,LOS ANGELES CHARGERS,KANSAS CITY CHIEFS,0.5,0.0,,
2023-12-31,NEW YORK GIANTS,PHILADELPHIA EAGLES,0.5,1.0,,
2023-12-31,SAN FRANCISCO 49ERS,LOS ANGELES RAMS,0.5,0.0,,
2023-12-31,WASHINGTON COMMANDERS,DALLAS COWBOYS,0.5,0.0,,
2023-12-31,MIAMI DOLPHINS,BUFFALO BILLS,0.5,0.0,,
2024-09-05,KC,BAL,0.5539360407646915,1.0,,
2024-09-06,PHI,GB,0.5465208062450039,1.0,,
2024-09-08,ATL,PIT,0.4221157131382676,0.0,,
2024-09-08,BUF,ARI,0.5504969433976258,1.0,,
2024-09-08,CHI,TEN,0.5539360407646915,1.0,,
2024-09-08,CIN,NE,0.4309028076351912,0.0,,
2024-09-08,IND,HOU,0.4608187249674911,0.0,,
2024-09-08,MIA,JAX,0.536035227720037,1.0,,
2024-09-08,NO,CAR,0.5936023215920486,1.0,,
2024-09-08,NYG,MIN,0.3897840095945715,0.0,,
2024-09-08,LAC,LV,0.5663944679882627,1.0,,
2024-09-08,SEA,DEN,0.5504969433976258,1.0,,
2024-09-08,CLE,DAL,0.400109462396706,0.0,,
2024-09-08,TB,WAS,0.5746992638808913,1.0,,
2024-09-08,DET,LA,0.5504969433976258,1.0,,
2024-09-12,MIA,BUF,0.3854327618577849,0.0,,
2024-09-15,BAL,LV,0.45645922033160585,0.0,,
2024-09-15,CAR,LAC,0.32651297825595005,0.0,,
2024-09-15,DAL,NO,0.38822680764625106,0.0,,
2024-09-15,DET,TB,0.43160024291137433,0.0,,
2024-09-15,GB,IND,0.5473228804645782,1.0,,
2024-09-15,JAX,CLE,0.4657919371021771,0.0,,
2024-09-15,SEA,MIN,0.34659851740936864,0.0,,
2024-09-15,TEN,NYJ,0.4026910711763508,0.0,,
2024-09-15,WAS,NYG,0.5525769704775925,1.0,,
2024-09-15,ARI,LA,0.5892771927660349,1.0,,
2024-09-15,DEN,PIT,0.3709473103816179,0.0,,
2024-09-15,KC,CIN,0.5764769363753793,1.0,,
2024-09-15,HOU,CHI,0.5441053634822521,1.0,,
2024-09-16,PHI,ATL,0.5357236179992501,0.0,,
2024-09-19,NYJ,NE,0.5805495811549584,1.0,,
2024-09-22,CLE,NYG,0.48133704102464936,0.0,,
2024-09-22,IND,CHI,0.5060274977495315,1.0,,
2024-09-22,MIN,HOU,0.6411707871774315,1.0,,
2024-09-22,NO,PHI,0.5402406975568361,0.0,,
2024-09-22,PIT,LAC,0.5534348871775377,1.0,,
2024-09-22,TB,DEN,0.5013738024112906,0.0,,
2024-09-22,TEN,GB,0.34806336547481126,0.0,,
2024-09-22,LV,CAR,0.48126793177444116,0.0,,
2024-09-22,SEA,MIA,0.578304204366679,1.0,,
2024-09-22,ARI,DET,0.44632505951266405,0.0,,
2024-09-22,DAL,BAL,0.4917458809064642,0.0,,
2024-09-22,KC,LA,0.4559622838799726,0.0,,
2024-09-23,BUF,JAX,0.6869600739809845,1.0,,
2024-09-23,CIN,WAS,0.41676677515612087,0.0,,
2024-09-26,NYG,DAL,0.43470874748248595,0.0,,
2024-09-29,ATL,NO,0.4327249725574368,1.0,,
2024-09-29,CAR,CIN,0.44098284112652686,0.0,,
2024-09-29,CHI,LA,0.5253971857047415,1.0,,
2024-09-29,GB,MIN,0.36387507950010084,0.0,,
2024-09-29,HOU,JAX,0.623702834750426,1.0,,
2024-09-29,IND,PIT,0.42371166343975747,1.0,,
2024-09-29,NYJ,DEN,0.5458974899705865,0.0,,
2024-09-29,TB,PHI,0.5482581169239679,1.0,,
2024-09-29,ARI,WAS,0.35936877467640194,0.0,,
2024-09-29,LV,CLE,0.5349398888788546,1.0,,
2024-09-29,LAC,KC,0.50839861528069,0.0,,
2024-09-29,BAL,BUF,0.4748694954867425,1.0,,
2024-09-30,MIA,TEN,0.420705909130154,0.0,,
2024-09-30,DET,SEA,0.5951259395596552,1.0,,
2024-10-03,ATL,TB,0.5050251239512628,1.0,,
2024-10-06,MIN,NYJ,0.6423832147219581,1.0,,
2024-10-06,CHI,CAR,0.6521550205259379,1.0,,
2024-10-06,CIN,BAL,0.39656993106026966,0.0,,
2024-10-06,HOU,BUF,0.5092801633532057,1.0,,
2024-10-06,JAX,IND,0.4413503870899821,1.0,,
2024-10-06,NE,MIA,0.5532250876544829,0.0,,
2024-10-06,WAS,CLE,0.6876780300224415,1.0,,
2024-10-06,DEN,LV,0.6180644168807996,1.0,,
2024-10-06,LA,GB,0.38792234395235226,0.0,,
2024-10-06,SEA,NYG,0.45192825201290154,0.0,,
2024-10-06,PIT,DAL,0.5287336433503149,0.0,,
2024-10-07,KC,NO,0.5211539783602633,1.0,,
2024-10-10,JAX,SEA,0.36463217865830394,0.0,,
2024-10-13,BAL,WAS,0.518733907861641,1.0,,
2024-10-13,GB,ARI,0.6829285450294762,1.0,,
2024-10-13,NE,HOU,0.32516915089202064,0.0,,
2024-10-13,NO,TB,0.390138086871396,0.0,,
2024-10-13,PHI,CLE,0.6279997849513648,1.0,,
2024-10-13,TEN,IND,0.4189534829942724,0.0,,
2024-10-13,DEN,LAC,0.4599129413185897,0.0,,
2024-10-13,LV,PIT,0.30055948099684604,0.0,,
2024-10-13,CAR,ATL,0.2910924151307341,0.0,,
2024-10-13,DAL,DET,0.3409841790700641,0.0,,
2024-10-13,NYG,CIN,0.438454038289727,0.0,,
2024-10-14,NYJ,BUF,0.457337780234418,0.0,,
2024-10-17,NO,DEN,0.35199175003087546,0.0,,
2024-10-20,JAX,NE,0.5298551526226869,1.0,,
2024-10-20,ATL,SEA,0.44858543808484463,0.0,,
2024-10-20,BUF,TEN,0.6850967382634225,1.0,,
2024-10-20,CLE,CIN,0.334272362287554,0.0,,
2024-10-20,GB,HOU,0.524493507390876,1.0,,
2024-10-20,IND,MIA,0.635774534894002,1.0,,
2024-10-20,MIN,DET,0.5192939252826709,0.0,,
2024-10-20,NYG,PHI,0.32377191223833657,0.0,,
2024-10-20,LA,LV,0.6001521374966434,1.0,,
2024-10-20,WAS,CAR,0.7484157520119691,1.0,,
2024-10-20,PIT,NYJ,0.639710139081936,1.0,,
2024-10-21,TB,BAL,0.4070234919123415,0.0,,
2024-10-21,ARI,LAC,0.388536523241933,1.0,,
2024-10-24,LA,MIN,0.39060321457761094,1.0,,
2024-10-27,CIN,PHI,0.36072784785364986,0.0,,
2024-10-27,CLE,BAL,0.3089008655045702,1.0,,
2024-10-27,DET,TEN,0.7671392248722207,1.0,,
2024-10-27,HOU,IND,0.5844288591694893,1.0,,
2024-10-27,JAX,GB,0.2794257744904897,0.0,,
2024-10-27,MIA,ARI,0.44547187663987425,0.0,,
2024-10-27,NE,NYJ,0.42945643491198077,1.0,,
2024-10-27,TB,ATL,0.46321393335066613,0.0,,
2024-10-27,LAC,NO,0.6679263570843212,1.0,,
2024-10-27,SEA,BUF,0.3626881918730077,0.0,,
2024-10-27,DEN,CAR,0.753751040322373,1.0,,
2024-10-27,LV,KC,0.2870169819767117,0.0,,
2024-10-27,WAS,CHI,0.5828465266078735,1.0,,
2024-10-27,DAL,PIT,0.47017596512557147,1.0,,
2024-10-31,NYJ,HOU,0.44420874611136923,1.0,,
2024-11-03,ATL,DAL,0.5536909869459218,1.0,,
2024-11-03,BAL,DEN,0.5971510503259297,1.0,,
2024-11-03,BUF,MIA,0.7573697376977325,1.0,,
2024-11-03,CAR,NO,0.4391480962629082,1.0,,
2024-11-03,CIN,LV,0.6760515071737419,1.0,,
2024-11-03,CLE,LAC,0.27519415933672875,0.0,,
2024-11-03,NYG,WAS,0.258965182993761,0.0,,
2024-11-03,TEN,NE,0.5198500215204678,1.0,,
2024-11-03,ARI,CHI,0.5064663533268514,1.0,,
2024-11-03,PHI,JAX,0.7358540662460521,1.0,,
2024-11-03,GB,DET,0.37106398403694835,0.0,,
2024-11-03,SEA,LA,0.42096694154984543,0.0,,
2024-11-03,MIN,IND,0.6512464079383703,1.0,,
2024-11-04,KC,TB,0.6089104545119318,1.0,,
2024-11-07,BAL,CIN,0.6432692618236371,1.0,,
2024-11-10,NYG,CAR,0.49756416938613285,0.0,,
2024-11-10,CHI,NE,0.4843937190570578,0.0,,
2024-11-10,IND,BUF,0.2901255895750703,0.0,,
2024-11-10,JAX,MIN,0.22628251676064556,0.0,,
2024-11-10,KC,DEN,0.5776275207750694,1.0,,
2024-11-10,NO,ATL,0.36562953441857915,1.0,,
2024-11-10,WAS,TB,0.48475461782888046,0.0,,
2024-11-10,LAC,TEN,0.7193319274512071,1.0,,
2024-11-10,ARI,NYJ,0.5666336717035511,1.0,,
2024-11-10,DAL,PHI,0.2958171309981953,0.0,,
2024-11-10,HOU,DET,0.31749511242993056,0.0,,
2024-11-11,LA,MIA,0.5853802511750581,0.0,,
2024-11-14,PHI,WAS,0.6650680372703437,1.0,,
2024-11-17,CHI,GB,0.3246492372438442,0.0,,
2024-11-17,DET,JAX,0.8350069219294586,1.0,,
2024-11-17,MIA,LV,0.6489843696103598,1.0,,
2024-11-17,NE,LA,0.37073520070153454,0.0,,
2024-11-17,NO,CLE,0.6146402834005498,1.0,,
2024-11-17,NYJ,IND,0.47333536820825983,0.0,,
2024-11-17,PIT,BAL,0.45705674438685984,1.0,,
2024-11-17,TEN,MIN,0.21132460189276636,0.0,,
2024-11-17,DEN,ATL,0.5809714468974716,1.0,,
2024-11-17,SEA,BUF,0.4316397422786607,1.0,,
2024-11-17,LAC,CIN,0.6523979048913683,1.0,,
2024-11-18,DAL,HOU,0.3259728951560255,0.0,,
2024-11-21,CLE,PIT,0.31813050672392573,1.0,,
2024-11-24,CAR,KC,0.237930287826136,0.0,,
2024-11-24,CHI,MIN,0.22899694645868535,0.0,,
2024-11-24,HOU,TEN,0.6502324653223637,0.0,,
2024-11-24,IND,DET,0.21095252476316156,0.0,,
2024-11-24,MIA,NE,0.6098932456070885,1.0,,
2024-11-24,NYG,TB,0.23638341100227897,0.0,,
2024-11-24,WAS,DAL,0.5259039648682905,0.0,,
2024-11-24,LV,DEN,0.2131844019735762,0.0,,
2024-11-24,GB,ARI,0.6355550799022495,1.0,,
2024-11-24,LA,PHI,0.2782688547703466,0.0,,
2024-11-25,LAC,BAL,0.4332856655023368,0.0,,
2024-11-28,DET,CHI,0.8264799351591611,1.0,,
2024-11-28,DAL,NYG,0.6793301220233277,1.0,,
2024-11-28,GB,MIA,0.6849870755419581,1.0,,
2024-11-29,KC,LV,0.8075629672328379,1.0,,
2024-12-01,ATL,LAC,0.35191196087312226,0.0,,
2024-12-01,CIN,PIT,0.37039188794657396,0.0,,
2024-12-01,JAX,HOU,0.27587997202589853,0.0,,
2024-12-01,MIN,ARI,0.7064803752174107,1.0,,
2024-12-01,NE,IND,0.4007168430826904,0.0,,
2024-12-01,NYJ,SEA,0.35334011468747306,0.0,,
2024-12-01,WAS,TEN,0.6455496255820758,1.0,,
2024-12-01,CAR,TB,0.23439082667524308,0.0,,
2024-12-01,NO,LA,0.3739636371649874,0.0,,
2024-12-01,BAL,PHI,0.3731896823735411,0.0,,
2024-12-01,BUF,DEN,0.5969692771536291,1.0,,
2024-12-05,DET,GB,0.6502000867713046,1.0,,
2024-12-08,MIA,NYJ,0.5822274642912899,1.0,,
2024-12-08,MIN,ATL,0.7510494616476304,1.0,,
2024-12-08,NYG,NO,0.34825236357696787,0.0,,
2024-12-08,PHI,CAR,0.8638592592699413,1.0,,
2024-12-08,PIT,CLE,0.7365898413858933,1.0,,
2024-12-08,TB,LV,0.8142955850234662,1.0,,
2024-12-08,TEN,JAX,0.47740769766587254,0.0,,
2024-12-08,ARI,SEA,0.3399881145777361,0.0,,
2024-12-08,LA,BUF,0.41645791135067833,1.0,,
2024-12-08,CHI,KC,0.4125889995680053,1.0,,
2024-12-09,DAL,CIN,0.4514347556058883,0.0,,
2024-12-12,LA,CAR,0.7606245835318596,1.0,,
2024-12-15,CLE,KC,0.2509493148915011,0.0,,
2024-12-15,HOU,MIA,0.6303184819436956,1.0,,
2024-12-15,JAX,NYJ,0.3921974721749012,0.0,,
2024-12-15,NO,WAS,0.3883029649929419,0.0,,
2024-12-15,NYG,BAL,0.16156060329366959,0.0,,
2024-12-15,TEN,CIN,0.2990653638511806,0.0,,
2024-12-15,ARI,NE,0.6384978171771576,1.0,,
2024-12-15,DEN,IND,0.6510917084856246,1.0,,
2024-12-15,DET,BUF,0.5759732583610513,0.0,,
2024-12-15,LAC,TB,0.38725345478479883,0.0,,
2024-12-15,PHI,PIT,0.7041783510468571,1.0,,
2024-12-15,SEA,GB,0.37558474289064814,0.0,,
2024-12-16,MIN,CHI,0.7655149411451742,1.0,,
2024-12-16,LV,ATL,0.2755090641978019,0.0,,
2024-12-19,LAC,DEN,0.5367623535044027,1.0,,
2024-12-21,KC,HOU,0.5490177945852904,1.0,,
2024-12-21,BAL,PIT,0.6381174215850188,1.0,,
2024-12-22,ATL,NYG,0.7466598671226324,1.0,,
2024-12-22,BUF,NE,0.8072252515068237,1.0,,
2024-12-22,CAR,ARI,0.38698134051477745,1.0,,
2024-12-22,CHI,DET,0.19419736815015415,0.0,,
2024-12-22,CIN,CLE,0.7302725135496609,1.0,,
2024-12-22,IND,TEN,0.6593419349833902,1.0,,
2024-12-22,NYJ,LA,0.3041844115173755,0.0,,
2024-12-22,WAS,PHI,0.30207670835861405,1.0,,
2024-12-22,SEA,MIN,0.2980317841376628,0.0,,
2024-12-22,LV,JAX,0.46498698114879483,1.0,,
2024-12-22,DAL,TB,0.31027061619884555,1.0,,
2024-12-23,GB,NO,0.7794465464445626,1.0,,
2024-12-25,PIT,KC,0.3423520118661241,0.0,,
2024-12-25,HOU,BAL,0.2922012333766397,0.0,,
2024-12-26,CHI,SEA,0.34286941582900543,0.0,,
2024-12-28,NE,LAC,0.20698799002308318,0.0,,
2024-12-28,CIN,DEN,0.5342151027577607,1.0,,
2024-12-28,LA,ARI,0.6864711094518605,1.0,,
2024-12-29,BUF,NYJ,0.7811166844129073,1.0,,
2024-12-29,JAX,TEN,0.5628328659429817,1.0,,
2024-12-29,NO,LV,0.5186970769230551,0.0,,
2024-12-29,NYG,IND,0.3769628719632584,1.0,,
2024-12-29,PHI,DAL,0.7967864834117995,1.0,,
2024-12-29,TB,CAR,0.8131833464876774,1.0,,
2024-12-29,CLE,MIA,0.2744753391942655,0.0,,
2024-12-29,MIN,GB,0.5747668174458903,1.0,,
2024-12-29,WAS,ATL,0.6022939101109787,1.0,,
